letters,form,cisi_number,site,iconography,position,seal_id,upos,xpos,letter_label_encoded,prefix,vowel,morpheme boundary,noun,verb,FormWithoutLemma,Counts,MorphemeSeparated,prefix_label_encoded
M030,seal_0389,M-0135,Mohenjo-daro,rhinoceros,0,389,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M243,seal_0389,M-0135,Mohenjo-daro,rhinoceros,1,389,SIGN,INDUS,243,,,0,0,0,M243,1,M243,0
M342,seal_0389,M-0135,Mohenjo-daro,rhinoceros,2,389,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M367,seal_0389,M-0135,Mohenjo-daro,rhinoceros,3,389,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M073,seal_0390,H-0117,Harappa,zebu bull,0,390,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M211,seal_0390,H-0117,Harappa,zebu bull,1,390,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M058,seal_0391,C-0017,Chanhu-daro,unicorn,0,391,SIGN,INDUS,58,,,1,0,0,M058,1,M058,0
M342,seal_0391,C-0017,Chanhu-daro,unicorn,1,391,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0391,C-0017,Chanhu-daro,unicorn,2,391,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M328,seal_0391,C-0017,Chanhu-daro,unicorn,3,391,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M006,seal_0392,M-0136,Mohenjo-daro,elephant,0,392,SIGN,INDUS,6,,,1,0,0,M006,1,M006,0
M347,seal_0392,M-0136,Mohenjo-daro,elephant,1,392,SIGN,INDUS,347,,,0,0,0,M347,1,M347,0
M211,seal_0392,M-0136,Mohenjo-daro,elephant,2,392,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0392,M-0136,Mohenjo-daro,elephant,3,392,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M305,seal_0392,M-0136,Mohenjo-daro,elephant,4,392,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M061,seal_0393,H-0118,Harappa,gharial,0,393,SIGN,INDUS,61,,,1,0,0,M061,1,M061,0
M089,seal_0393,H-0118,Harappa,gharial,1,393,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M342,seal_0393,H-0118,Harappa,gharial,2,393,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0393,H-0118,Harappa,gharial,3,393,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M087,seal_0393,H-0118,Harappa,gharial,4,393,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M080,seal_0394,L-0036,Lothal,unicorn,0,394,SIGN,INDUS,80,,,1,0,0,M080,1,M080,0
M267,seal_0394,L-0036,Lothal,unicorn,1,394,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M333,seal_0394,L-0036,Lothal,unicorn,2,394,SIGN,INDUS,333,,,0,0,0,M333,1,M333,0
M328,seal_0394,L-0036,Lothal,unicorn,3,394,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M176,seal_0394,L-0036,Lothal,unicorn,4,394,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M067,seal_0395,M-0137,Mohenjo-daro,rhinoceros,0,395,SIGN,INDUS,67,,,1,0,0,M067,1,M067,0
M391,seal_0395,M-0137,Mohenjo-daro,rhinoceros,1,395,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M211,seal_0395,M-0137,Mohenjo-daro,rhinoceros,2,395,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M048,seal_0395,M-0137,Mohenjo-daro,rhinoceros,3,395,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M293,seal_0396,M-0138,Mohenjo-daro,script only,0,396,SIGN,INDUS,293,,,1,0,0,M293,1,M293,0
M328,seal_0396,M-0138,Mohenjo-daro,script only,1,396,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M293,seal_0396,M-0138,Mohenjo-daro,script only,2,396,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M267,seal_0396,M-0138,Mohenjo-daro,script only,3,396,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_0396,M-0138,Mohenjo-daro,script only,4,396,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M008,seal_0397,H-0119,Harappa,unicorn,0,397,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M089,seal_0397,H-0119,Harappa,unicorn,1,397,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M342,seal_0397,H-0119,Harappa,unicorn,2,397,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0397,H-0119,Harappa,unicorn,3,397,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M051,seal_0397,H-0119,Harappa,unicorn,4,397,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M056,seal_0398,M-0139,Mohenjo-daro,elephant,0,398,SIGN,INDUS,56,,,1,0,0,M056,1,M056,0
M162,seal_0398,M-0139,Mohenjo-daro,elephant,1,398,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M125,seal_0398,M-0139,Mohenjo-daro,elephant,2,398,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M099,seal_0398,M-0139,Mohenjo-daro,elephant,3,398,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_0398,M-0139,Mohenjo-daro,elephant,4,398,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M048,seal_0399,M-0140,Mohenjo-daro,unicorn,0,399,SIGN,INDUS,48,,,1,0,0,M048,1,M048,0
M342,seal_0399,M-0140,Mohenjo-daro,unicorn,1,399,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0399,M-0140,Mohenjo-daro,unicorn,2,399,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_0399,M-0140,Mohenjo-daro,unicorn,3,399,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M015,seal_0400,H-0120,Harappa,tiger,0,400,SIGN,INDUS,15,,,1,0,0,M015,1,M015,0
M391,seal_0400,H-0120,Harappa,tiger,1,400,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M342,seal_0400,H-0120,Harappa,tiger,2,400,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M065,seal_0400,H-0120,Harappa,tiger,3,400,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M099,seal_0400,H-0120,Harappa,tiger,4,400,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_0400,H-0120,Harappa,tiger,5,400,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0400,H-0120,Harappa,tiger,6,400,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M065,seal_0400,H-0120,Harappa,tiger,7,400,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M079,seal_0401,M-0141,Mohenjo-daro,unicorn,0,401,SIGN,INDUS,79,,,1,0,0,M079,1,M079,0
M342,seal_0401,M-0141,Mohenjo-daro,unicorn,1,401,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M336,seal_0401,M-0141,Mohenjo-daro,unicorn,2,401,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M012,seal_0401,M-0141,Mohenjo-daro,unicorn,3,401,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M233,seal_0401,M-0141,Mohenjo-daro,unicorn,4,401,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M043,seal_0402,H-0121,Harappa,zebu bull,0,402,SIGN,INDUS,43,,,1,0,0,M043,1,M043,0
M182,seal_0402,H-0121,Harappa,zebu bull,1,402,SIGN,INDUS,182,,,0,0,0,M182,1,M182,0
M367,seal_0402,H-0121,Harappa,zebu bull,2,402,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M211,seal_0402,H-0121,Harappa,zebu bull,3,402,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M021,seal_0403,DK-0025,Dholavira,rhinoceros,0,403,SIGN,INDUS,21,,,1,0,0,M021,1,M021,0
M233,seal_0403,DK-0025,Dholavira,rhinoceros,1,403,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M267,seal_0403,DK-0025,Dholavira,rhinoceros,2,403,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M342,seal_0403,DK-0025,Dholavira,rhinoceros,3,403,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M336,seal_0403,DK-0025,Dholavira,rhinoceros,4,403,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M391,seal_0404,SK-0016,Surkotada,geometric,0,404,SIGN,INDUS,391,,,1,0,0,M391,1,M391,0
M155,seal_0404,SK-0016,Surkotada,geometric,1,404,SIGN,INDUS,155,,,0,0,0,M155,1,M155,0
M267,seal_0404,SK-0016,Surkotada,geometric,2,404,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M293,seal_0404,SK-0016,Surkotada,geometric,3,404,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M071,seal_0405,M-0142,Mohenjo-daro,zebu bull,0,405,SIGN,INDUS,71,,,1,0,0,M071,1,M071,0
M211,seal_0405,M-0142,Mohenjo-daro,zebu bull,1,405,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M115,seal_0405,M-0142,Mohenjo-daro,zebu bull,2,405,SIGN,INDUS,115,,,0,0,0,M115,1,M115,0
M051,seal_0405,M-0142,Mohenjo-daro,zebu bull,3,405,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M033,seal_0406,DK-0026,Dholavira,unicorn,0,406,SIGN,INDUS,33,,,1,0,0,M033,1,M033,0
M267,seal_0406,DK-0026,Dholavira,unicorn,1,406,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M305,seal_0406,DK-0026,Dholavira,unicorn,2,406,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M048,seal_0407,K-0027,Kalibangan,zebu bull,0,407,SIGN,INDUS,48,,,1,0,0,M048,1,M048,0
M185,seal_0407,K-0027,Kalibangan,zebu bull,1,407,SIGN,INDUS,185,,,0,0,0,M185,1,M185,0
M362,seal_0407,K-0027,Kalibangan,zebu bull,2,407,SIGN,INDUS,362,,,0,0,0,M362,1,M362,0
M207,seal_0407,K-0027,Kalibangan,zebu bull,3,407,SIGN,INDUS,207,,,0,0,0,M207,1,M207,0
M305,seal_0407,K-0027,Kalibangan,zebu bull,4,407,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M030,seal_0408,L-0037,Lothal,zebu bull,0,408,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M211,seal_0408,L-0037,Lothal,zebu bull,1,408,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0408,L-0037,Lothal,zebu bull,2,408,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_0408,L-0037,Lothal,zebu bull,3,408,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M367,seal_0408,L-0037,Lothal,zebu bull,4,408,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M073,seal_0409,H-0122,Harappa,zebu bull,0,409,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M342,seal_0409,H-0122,Harappa,zebu bull,1,409,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_0409,H-0122,Harappa,zebu bull,2,409,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M125,seal_0409,H-0122,Harappa,zebu bull,3,409,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M051,seal_0409,H-0122,Harappa,zebu bull,4,409,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M012,seal_0410,C-0018,Chanhu-daro,unicorn,0,410,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M342,seal_0410,C-0018,Chanhu-daro,unicorn,1,410,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M233,seal_0410,C-0018,Chanhu-daro,unicorn,2,410,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M071,seal_0411,H-0123,Harappa,unicorn,0,411,SIGN,INDUS,71,,,1,0,0,M071,1,M071,0
M176,seal_0411,H-0123,Harappa,unicorn,1,411,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M089,seal_0411,H-0123,Harappa,unicorn,2,411,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M125,seal_0411,H-0123,Harappa,unicorn,3,411,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M037,seal_0412,H-0124,Harappa,script only,0,412,SIGN,INDUS,37,,,1,0,0,M037,1,M037,0
M391,seal_0412,H-0124,Harappa,script only,1,412,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M162,seal_0412,H-0124,Harappa,script only,2,412,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M051,seal_0412,H-0124,Harappa,script only,3,412,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M056,seal_0413,M-0143,Mohenjo-daro,zebu bull,0,413,SIGN,INDUS,56,,,1,0,0,M056,1,M056,0
M089,seal_0413,M-0143,Mohenjo-daro,zebu bull,1,413,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M257,seal_0413,M-0143,Mohenjo-daro,zebu bull,2,413,SIGN,INDUS,257,,,0,0,0,M257,1,M257,0
M176,seal_0413,M-0143,Mohenjo-daro,zebu bull,3,413,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M336,seal_0413,M-0143,Mohenjo-daro,zebu bull,4,413,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M099,seal_0414,L-0038,Lothal,unicorn,0,414,SIGN,INDUS,99,,,1,0,0,M099,1,M099,0
M267,seal_0414,L-0038,Lothal,unicorn,1,414,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_0414,L-0038,Lothal,unicorn,2,414,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M024,seal_0415,M-0144,Mohenjo-daro,unicorn,0,415,SIGN,INDUS,24,,,1,0,0,M024,1,M024,0
M089,seal_0415,M-0144,Mohenjo-daro,unicorn,1,415,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M099,seal_0415,M-0144,Mohenjo-daro,unicorn,2,415,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M293,seal_0415,M-0144,Mohenjo-daro,unicorn,3,415,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M056,seal_0416,M-0145,Mohenjo-daro,unicorn,0,416,SIGN,INDUS,56,,,1,0,0,M056,1,M056,0
M211,seal_0416,M-0145,Mohenjo-daro,unicorn,1,416,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M176,seal_0416,M-0145,Mohenjo-daro,unicorn,2,416,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M246,seal_0416,M-0145,Mohenjo-daro,unicorn,3,416,SIGN,INDUS,246,,,0,0,0,M246,1,M246,0
M342,seal_0416,M-0145,Mohenjo-daro,unicorn,4,416,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M048,seal_0416,M-0145,Mohenjo-daro,unicorn,5,416,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M125,seal_0417,M-0146,Mohenjo-daro,unicorn,0,417,SIGN,INDUS,125,,,1,0,0,M125,1,M125,0
M162,seal_0417,M-0146,Mohenjo-daro,unicorn,1,417,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M237,seal_0417,M-0146,Mohenjo-daro,unicorn,2,417,SIGN,INDUS,237,,,0,0,0,M237,1,M237,0
M267,seal_0417,M-0146,Mohenjo-daro,unicorn,3,417,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M267,seal_0417,M-0146,Mohenjo-daro,unicorn,4,417,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M267,seal_0417,M-0146,Mohenjo-daro,unicorn,5,417,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M336,seal_0417,M-0146,Mohenjo-daro,unicorn,6,417,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M089,seal_0417,M-0146,Mohenjo-daro,unicorn,7,417,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M211,seal_0418,H-0125,Harappa,unicorn,0,418,SIGN,INDUS,211,,,1,0,0,M211,1,M211,0
M285,seal_0418,H-0125,Harappa,unicorn,1,418,SIGN,INDUS,285,,,0,0,0,M285,1,M285,0
M051,seal_0418,H-0125,Harappa,unicorn,2,418,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M039,seal_0419,H-0126,Harappa,elephant,0,419,SIGN,INDUS,39,,,1,0,0,M039,1,M039,0
M291,seal_0419,H-0126,Harappa,elephant,1,419,SIGN,INDUS,291,,,0,0,0,M291,1,M291,0
M267,seal_0419,H-0126,Harappa,elephant,2,419,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M059,seal_0419,H-0126,Harappa,elephant,3,419,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M267,seal_0419,H-0126,Harappa,elephant,4,419,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M176,seal_0420,H-0127,Harappa,rhinoceros,0,420,SIGN,INDUS,176,,,1,0,0,M176,1,M176,0
M184,seal_0420,H-0127,Harappa,rhinoceros,1,420,SIGN,INDUS,184,,,0,0,0,M184,1,M184,0
M051,seal_0420,H-0127,Harappa,rhinoceros,2,420,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M087,seal_0421,RGR-0011,Rakhigarhi,buffalo,0,421,SIGN,INDUS,87,,,1,0,0,M087,1,M087,0
M342,seal_0421,RGR-0011,Rakhigarhi,buffalo,1,421,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M125,seal_0421,RGR-0011,Rakhigarhi,buffalo,2,421,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M022,seal_0422,H-0128,Harappa,script only,0,422,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M211,seal_0422,H-0128,Harappa,script only,1,422,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0422,H-0128,Harappa,script only,2,422,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0422,H-0128,Harappa,script only,3,422,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M342,seal_0422,H-0128,Harappa,script only,4,422,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M058,seal_0423,M-0147,Mohenjo-daro,elephant,0,423,SIGN,INDUS,58,,,1,0,0,M058,1,M058,0
M378,seal_0423,M-0147,Mohenjo-daro,elephant,1,423,SIGN,INDUS,378,,,0,0,0,M378,1,M378,0
M211,seal_0423,M-0147,Mohenjo-daro,elephant,2,423,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M367,seal_0423,M-0147,Mohenjo-daro,elephant,3,423,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M028,seal_0424,M-0148,Mohenjo-daro,zebu bull,0,424,SIGN,INDUS,28,,,1,0,0,M028,1,M028,0
M059,seal_0424,M-0148,Mohenjo-daro,zebu bull,1,424,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M233,seal_0424,M-0148,Mohenjo-daro,zebu bull,2,424,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M416,seal_0424,M-0148,Mohenjo-daro,zebu bull,3,424,SIGN,INDUS,416,,,0,0,0,M416,1,M416,0
M012,seal_0424,M-0148,Mohenjo-daro,zebu bull,4,424,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M059,seal_0424,M-0148,Mohenjo-daro,zebu bull,5,424,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M220,seal_0424,M-0148,Mohenjo-daro,zebu bull,6,424,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M015,seal_0425,L-0039,Lothal,unicorn,0,425,SIGN,INDUS,15,,,1,0,0,M015,1,M015,0
M293,seal_0425,L-0039,Lothal,unicorn,1,425,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M052,seal_0426,H-0129,Harappa,script only,0,426,SIGN,INDUS,52,,,1,0,0,M052,1,M052,0
M342,seal_0426,H-0129,Harappa,script only,1,426,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M413,seal_0426,H-0129,Harappa,script only,2,426,SIGN,INDUS,413,,,0,0,0,M413,1,M413,0
M293,seal_0426,H-0129,Harappa,script only,3,426,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M367,seal_0426,H-0129,Harappa,script only,4,426,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M057,seal_0427,H-0130,Harappa,zebu bull,0,427,SIGN,INDUS,57,,,1,0,0,M057,1,M057,0
M363,seal_0427,H-0130,Harappa,zebu bull,1,427,SIGN,INDUS,363,,,0,0,0,M363,1,M363,0
M211,seal_0427,H-0130,Harappa,zebu bull,2,427,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M233,seal_0427,H-0130,Harappa,zebu bull,3,427,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M017,seal_0428,H-0131,Harappa,unicorn,0,428,SIGN,INDUS,17,,,1,0,0,M017,1,M017,0
M176,seal_0428,H-0131,Harappa,unicorn,1,428,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M338,seal_0428,H-0131,Harappa,unicorn,2,428,SIGN,INDUS,338,,,0,0,0,M338,1,M338,0
M051,seal_0428,H-0131,Harappa,unicorn,3,428,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M048,seal_0428,H-0131,Harappa,unicorn,4,428,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M049,seal_0429,DK-0027,Dholavira,unicorn,0,429,SIGN,INDUS,49,,,1,0,0,M049,1,M049,0
M087,seal_0429,DK-0027,Dholavira,unicorn,1,429,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M391,seal_0429,DK-0027,Dholavira,unicorn,2,429,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M367,seal_0429,DK-0027,Dholavira,unicorn,3,429,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M211,seal_0429,DK-0027,Dholavira,unicorn,4,429,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M176,seal_0429,DK-0027,Dholavira,unicorn,5,429,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M037,seal_0430,M-0149,Mohenjo-daro,unicorn,0,430,SIGN,INDUS,37,,,1,0,0,M037,1,M037,0
M288,seal_0430,M-0149,Mohenjo-daro,unicorn,1,430,SIGN,INDUS,288,,,0,0,0,M288,1,M288,0
M391,seal_0430,M-0149,Mohenjo-daro,unicorn,2,430,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M058,seal_0431,BN-0014,Banawali,zebu bull,0,431,SIGN,INDUS,58,,,1,0,0,M058,1,M058,0
M267,seal_0431,BN-0014,Banawali,zebu bull,1,431,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M051,seal_0431,BN-0014,Banawali,zebu bull,2,431,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M056,seal_0432,H-0132,Harappa,script only,0,432,SIGN,INDUS,56,,,1,0,0,M056,1,M056,0
M089,seal_0432,H-0132,Harappa,script only,1,432,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M337,seal_0432,H-0132,Harappa,script only,2,432,SIGN,INDUS,337,,,0,0,0,M337,1,M337,0
M211,seal_0432,H-0132,Harappa,script only,3,432,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M059,seal_0432,H-0132,Harappa,script only,4,432,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M016,seal_0433,H-0133,Harappa,elephant,0,433,SIGN,INDUS,16,,,1,0,0,M016,1,M016,0
M089,seal_0433,H-0133,Harappa,elephant,1,433,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M048,seal_0433,H-0133,Harappa,elephant,2,433,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M024,seal_0434,M-0150,Mohenjo-daro,gharial,0,434,SIGN,INDUS,24,,,1,0,0,M024,1,M024,0
M244,seal_0434,M-0150,Mohenjo-daro,gharial,1,434,SIGN,INDUS,244,,,0,0,0,M244,1,M244,0
M293,seal_0434,M-0150,Mohenjo-daro,gharial,2,434,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M267,seal_0434,M-0150,Mohenjo-daro,gharial,3,434,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M027,seal_0435,H-0134,Harappa,gharial,0,435,SIGN,INDUS,27,,,1,0,0,M027,1,M027,0
M342,seal_0435,H-0134,Harappa,gharial,1,435,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M220,seal_0435,H-0134,Harappa,gharial,2,435,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M050,seal_0436,K-0028,Kalibangan,zebu bull,0,436,SIGN,INDUS,50,,,1,0,0,M050,1,M050,0
M349,seal_0436,K-0028,Kalibangan,zebu bull,1,436,SIGN,INDUS,349,,,0,0,0,M349,1,M349,0
M249,seal_0436,K-0028,Kalibangan,zebu bull,2,436,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M066,seal_0437,M-0151,Mohenjo-daro,script only,0,437,SIGN,INDUS,66,,,1,0,0,M066,1,M066,0
M220,seal_0437,M-0151,Mohenjo-daro,script only,1,437,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M342,seal_0438,H-0135,Harappa,unicorn,0,438,SIGN,INDUS,342,,,1,0,0,M342,1,M342,0
M176,seal_0438,H-0135,Harappa,unicorn,1,438,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M379,seal_0438,H-0135,Harappa,unicorn,2,438,SIGN,INDUS,379,,,0,0,0,M379,1,M379,0
M367,seal_0438,H-0135,Harappa,unicorn,3,438,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M005,seal_0439,C-0019,Chanhu-daro,rhinoceros,0,439,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M342,seal_0439,C-0019,Chanhu-daro,rhinoceros,1,439,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0439,C-0019,Chanhu-daro,rhinoceros,2,439,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M336,seal_0439,C-0019,Chanhu-daro,rhinoceros,3,439,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M089,seal_0440,K-0029,Kalibangan,zebu bull,0,440,SIGN,INDUS,89,,,1,0,0,M089,1,M089,0
M267,seal_0440,K-0029,Kalibangan,zebu bull,1,440,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M052,seal_0441,M-0152,Mohenjo-daro,unicorn,0,441,SIGN,INDUS,52,,,1,0,0,M052,1,M052,0
M336,seal_0441,M-0152,Mohenjo-daro,unicorn,1,441,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M099,seal_0441,M-0152,Mohenjo-daro,unicorn,2,441,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M249,seal_0441,M-0152,Mohenjo-daro,unicorn,3,441,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M069,seal_0442,M-0153,Mohenjo-daro,script only,0,442,SIGN,INDUS,69,,,1,0,0,M069,1,M069,0
M209,seal_0442,M-0153,Mohenjo-daro,script only,1,442,SIGN,INDUS,209,,,0,0,0,M209,1,M209,0
M342,seal_0442,M-0153,Mohenjo-daro,script only,2,442,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M087,seal_0442,M-0153,Mohenjo-daro,script only,3,442,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M072,seal_0443,H-0136,Harappa,zebu bull,0,443,SIGN,INDUS,72,,,1,0,0,M072,1,M072,0
