cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
H-0287,Harappa,M080 M059 M342 M305,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → CASE_MARKER,0.845,True,True,True,4,unicorn
H-0288,Harappa,M233 M267 M391 M386 M117 M112 M220,WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → UNK → CASE_MARKER,0.453,False,True,False,7,gharial
H-0289,Harappa,M008 M315 M224 M342 M162,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.391,True,False,False,5,gharial
H-0290,Harappa,M007 M328 M342 M176 M390 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.469,True,False,False,6,zebu bull
H-0291,Harappa,M003 M065,CLASSIFIER → RELATIONAL_MARKER,0.647,True,False,False,2,script only
H-0292,Harappa,M034 M162 M342 M176 M346 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.484,True,False,False,6,zebu bull
H-0293,Harappa,M073 M109 M099 M087,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.481,True,False,False,4,zebu bull
H-0294,Harappa,M044 M325 M293,CLASSIFIER → UNK → RELATIONAL_MARKER,0.441,True,False,False,3,rhinoceros
H-0295,Harappa,M071 M125,CLASSIFIER → WEAK_CASE_MARKER,0.754,True,True,False,2,unicorn
H-0296,Harappa,M060 M336 M342 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.59,True,False,False,5,rhinoceros
H-0297,Harappa,M071 M107 M233 M267,CLASSIFIER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.516,True,False,False,4,unicorn
H-0298,Harappa,M020 M267 M267 M295 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.571,True,False,False,5,elephant
H-0299,Harappa,M072 M305,CLASSIFIER → CASE_MARKER,0.84,True,True,False,2,zebu bull
H-0300,Harappa,M013 M162,CLASSIFIER → RELATIONAL_MARKER,0.685,True,False,False,2,elephant
H-0301,Harappa,M018 M267 M342 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,True,False,False,4,elephant
H-0302,Harappa,M062 M048 M342 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.756,True,False,True,4,zebu bull
H-0303,Harappa,M034 M087,CLASSIFIER → RELATIONAL_MARKER,0.627,True,False,False,2,unicorn
H-0304,Harappa,M002 M314 M211 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.439,True,False,False,4,unicorn
H-0305,Harappa,M089 M065,RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,False,False,False,2,elephant
H-0306,Harappa,M061 M051 M391 M293 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.554,True,False,False,5,unicorn
H-0307,Harappa,M013 M190 M336 M177 M391 M211,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.544,True,False,False,6,rhinoceros
H-0308,Harappa,M073 M193 M051 M342,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.496,True,False,False,4,zebu bull
H-0309,Harappa,M070 M328 M267 M089 M139 M162 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → HUB_AUTHORITY,0.544,True,False,True,7,zebu bull
H-0310,Harappa,M070 M391 M267 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.575,True,False,False,4,zebu bull
H-0311,Harappa,M042 M230 M237 M065,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.421,True,False,False,4,zebu bull
H-0312,Harappa,M391 M267 M099 M342 M211 M211,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.532,False,False,False,6,unicorn
H-0313,Harappa,M018 M211 M342 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,4,unicorn
H-0314,Harappa,M059 M222 M233,HUB_AUTHORITY → CORE_ENTITY → WEAK_CASE_MARKER,0.693,False,True,True,3,unicorn
H-0315,Harappa,M069 M328 M099 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.697,True,True,False,4,zebu bull
H-0316,Harappa,M007 M344 M367 M166 M051 M059 M176,CLASSIFIER → UNK → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.457,True,False,True,7,elephant
H-0317,Harappa,M016 M176 M099 M162 M162 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.65,True,True,False,6,elephant
H-0318,Harappa,M040 M099 M147 M233,CLASSIFIER → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.504,True,True,False,4,buffalo
H-0319,Harappa,M007 M089 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.557,True,False,False,4,unicorn
H-0320,Harappa,M027 M267 M012 M342 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,5,unicorn
H-0321,Harappa,M057 M342 M342 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.643,True,False,False,4,zebu bull
H-0322,Harappa,M060 M342 M336 M211 M162 M099 M342 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,8,rhinoceros
H-0323,Harappa,M065 M099 M108 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → HUB_AUTHORITY,0.596,False,False,True,4,tiger
H-0324,Harappa,M045 M162 M305,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.778,True,True,False,3,elephant
H-0325,Harappa,M012 M380 M342 M267,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.404,False,False,False,4,unicorn
H-0326,Harappa,M077 M293 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,3,unicorn
H-0327,Harappa,M062 M342 M342 M293 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.72,True,True,False,5,zebu bull
H-0328,Harappa,M016 M293,CLASSIFIER → RELATIONAL_MARKER,0.691,True,False,False,2,elephant
H-0329,Harappa,M013 M162 M305,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.773,True,True,False,3,script only
H-0330,Harappa,M005 M059,CLASSIFIER → HUB_AUTHORITY,0.887,True,False,True,2,unicorn
H-0331,Harappa,M008 M328 M099 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,4,script only
H-0332,Harappa,M081 M367 M267 M099 M162 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,6,gharial
H-0333,Harappa,M074 M048 M267 M099 M192 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.504,True,True,False,6,script only
H-0334,Harappa,M059 M169 M342,HUB_AUTHORITY → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.692,False,False,True,3,unicorn
H-0335,Harappa,M036 M217 M267 M012,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.448,True,False,False,4,gharial
H-0336,Harappa,M057 M267 M089 M293 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.61,True,True,False,5,zebu bull
H-0337,Harappa,M073 M227 M342 M267 M293,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.514,True,False,False,5,zebu bull
H-0338,Harappa,M077 M342 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.658,True,False,False,3,elephant
H-0339,Harappa,M336 M099 M342 M342 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.537,False,False,False,5,geometric
H-0340,Harappa,M024 M259 M293,CLASSIFIER → UNK → RELATIONAL_MARKER,0.413,True,False,False,3,elephant
H-0341,Harappa,M367 M099 M087 M342 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.513,False,False,False,5,rhinoceros
H-0342,Harappa,M328 M267 M211 M059 M336,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.604,False,False,True,5,zebu bull
H-0343,Harappa,M018 M293 M391 M176 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.666,True,False,True,5,unicorn
H-0344,Harappa,M099 M162,RELATIONAL_MARKER → RELATIONAL_MARKER,0.519,False,False,False,2,rhinoceros
H-0345,Harappa,M035 M012 M267 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.586,True,False,False,4,script only
H-0346,Harappa,M267 M293,RELATIONAL_MARKER → RELATIONAL_MARKER,0.526,False,False,False,2,unicorn
H-0347,Harappa,M065 M342 M012 M249,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.617,False,True,False,4,elephant
H-0348,Harappa,M065 M211 M390 M293 M342 M409 M051,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.36,False,False,False,7,rhinoceros
H-0349,Harappa,M059 M267 M342 M012,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.654,False,False,True,4,unicorn
H-0350,Harappa,M055 M162 M107 M163 M089 M220,CLASSIFIER → RELATIONAL_MARKER → UNK → CORE_ENTITY → RELATIONAL_MARKER → CASE_MARKER,0.499,True,True,False,6,unicorn
H-0351,Harappa,M020 M065,CLASSIFIER → RELATIONAL_MARKER,0.639,True,False,False,2,geometric
H-0352,Harappa,M041 M342 M125,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.708,True,True,False,3,rhinoceros
H-0353,Harappa,M002 M324 M089 M391 M127 M048,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.444,True,False,False,6,rhinoceros
H-0354,Harappa,M027 M198 M211 M199 M249,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → UNK → CASE_MARKER,0.544,True,True,False,5,unicorn
H-0355,Harappa,M048 M267 M099 M250 M239 M190 M220,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → FLEXIBLE_AGENT → FLEXIBLE_AGENT → CASE_MARKER,0.494,False,True,False,7,gharial
H-0356,Harappa,M068 M336 M099 M176 M099 M211 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.549,True,False,False,7,rhinoceros
H-0357,Harappa,M059 M099 M059,HUB_AUTHORITY → RELATIONAL_MARKER → HUB_AUTHORITY,0.852,False,False,True,3,unicorn
H-0358,Harappa,M055 M099 M342 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.587,True,False,False,4,elephant
H-0359,Harappa,M039 M391 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.612,True,False,False,3,elephant
H-0360,Harappa,M040 M408 M267 M342 M220,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.571,True,True,False,5,unicorn
H-0361,Harappa,M073 M065 M342 M176 M099 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.633,True,True,False,6,zebu bull
H-0362,Harappa,M176 M162,RELATIONAL_MARKER → RELATIONAL_MARKER,0.512,False,False,False,2,buffalo
H-0363,Harappa,M367 M293 M267 M120 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → HUB_AUTHORITY,0.506,False,False,True,5,script only
H-0364,Harappa,M051 M162 M099 M342 M176 M130 M220,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.513,False,True,False,7,unicorn
H-0365,Harappa,M052 M059,CLASSIFIER → HUB_AUTHORITY,0.937,True,False,True,2,zebu bull
H-0366,Harappa,M267 M162 M342 M235 M162 M099 M051,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.517,False,False,False,7,unicorn
H-0367,Harappa,M010 M162 M233 M293,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.623,True,False,False,4,geometric
H-0368,Harappa,M059 M267 M099 M342,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.679,False,False,True,4,unicorn
H-0369,Harappa,M293 M099,RELATIONAL_MARKER → RELATIONAL_MARKER,0.524,False,False,False,2,script only
H-0370,Harappa,M056 M233,CLASSIFIER → WEAK_CASE_MARKER,0.772,True,True,False,2,script only
H-0371,Harappa,M073 M331 M059 M065 M295 M220,CLASSIFIER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER → FLEXIBLE_AGENT → CASE_MARKER,0.632,True,True,True,6,zebu bull
H-0372,Harappa,M045 M162 M099 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.625,True,False,False,4,elephant
H-0373,Harappa,M016 M188 M233 M342 M342 M176 M125,CLASSIFIER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.581,True,True,False,7,elephant
H-0374,Harappa,M030 M342 M168 M149 M328,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.571,True,False,False,5,zebu bull
H-0375,Harappa,M061 M342 M211 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.61,True,False,False,4,unicorn
H-0376,Harappa,M035 M328 M267 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.651,True,True,False,4,gharial
H-0377,Harappa,M029 M012 M267 M099 M138 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.474,True,False,False,6,unicorn
H-0378,Harappa,M082 M293,CLASSIFIER → RELATIONAL_MARKER,0.576,True,False,False,2,unicorn
H-0379,Harappa,M040 M267 M099 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.702,True,True,False,4,script only
H-0380,Harappa,M025 M249,CLASSIFIER → CASE_MARKER,0.875,True,True,False,2,zebu bull
H-0381,Harappa,M032 M391 M103 M099,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.547,True,False,False,4,elephant
H-0382,Harappa,M051 M203 M233,RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.393,False,True,False,3,geometric
H-0383,Harappa,M024 M048 M099 M169 M237 M176 M099 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.533,True,False,False,8,rhinoceros
H-0384,Harappa,M012 M125 M176 M223 M270 M342,RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.543,False,False,False,6,rhinoceros
H-0385,Harappa,M367 M293 M267 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.632,False,False,True,4,tiger
H-0386,Harappa,M018 M012 M293 M355 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.538,True,False,False,5,unicorn
H-0387,Harappa,M023 M328 M267 M211 M165 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.468,True,False,False,6,geometric
H-0388,Harappa,M030 M342 M176 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.613,True,False,False,4,unicorn
H-0389,Harappa,M054 M125 M176 M099 M342 M293,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.607,True,False,False,6,zebu bull
H-0390,Harappa,M051 M267 M125 M374 M211 M048 M099,RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.533,False,False,False,7,script only
H-0391,Harappa,M050 M059 M292 M342 M012,CLASSIFIER → HUB_AUTHORITY → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.572,True,False,True,5,elephant
H-0392,Harappa,M022 M367 M176 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.589,True,False,False,4,zebu bull
H-0393,Harappa,M020 M342 M233 M342 M211,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.646,True,False,False,5,elephant
H-0394,Harappa,M162 M267 M099 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.515,False,False,False,4,zebu bull
H-0395,Harappa,M367 M176 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.493,False,False,False,3,zebu bull
H-0396,Harappa,M051 M143 M211 M099,RELATIONAL_MARKER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.472,False,False,False,4,unicorn
H-0397,Harappa,M043 M176 M391 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.551,True,False,False,4,elephant
H-0398,Harappa,M050 M211,CLASSIFIER → RELATIONAL_MARKER,0.651,True,False,False,2,script only
H-0399,Harappa,M055 M328 M211 M342 M267 M336 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.614,True,True,False,7,tiger
H-0400,Harappa,M031 M367 M328 M267 M342 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.644,True,True,False,6,unicorn
H-0401,Harappa,M046 M293 M087 M367 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.617,True,True,False,5,zebu bull
H-0402,Harappa,M058 M402 M125 M089 M328,CLASSIFIER → FLEXIBLE_AGENT → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.602,True,False,False,5,gharial
H-0403,Harappa,M037 M267 M148 M336,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.453,True,False,False,4,unicorn
H-0404,Harappa,M052 M059 M267 M012,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.723,True,False,True,4,geometric
H-0405,Harappa,M051 M012,RELATIONAL_MARKER → RELATIONAL_MARKER,0.461,False,False,False,2,elephant
H-0406,Harappa,M211 M220,RELATIONAL_MARKER → CASE_MARKER,0.724,False,True,False,2,elephant
H-0407,Harappa,M065 M051 M409 M267 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → HUB_AUTHORITY,0.497,False,False,True,5,tiger
H-0408,Harappa,M052 M125 M329 M089,CLASSIFIER → WEAK_CASE_MARKER → CORE_ENTITY → RELATIONAL_MARKER,0.607,True,False,False,4,unicorn
H-0409,Harappa,M077 M267 M099 M342 M176 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.606,True,False,False,6,zebu bull
H-0410,Harappa,M052 M048 M059 M267 M342 M087,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.658,True,False,True,6,elephant
H-0411,Harappa,M049 M328 M342 M342 M065 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.604,True,True,False,6,unicorn
H-0412,Harappa,M072 M186 M233 M267,CLASSIFIER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.501,True,False,False,4,zebu bull
H-0413,Harappa,M046 M328 M267 M382 M192 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → WEAK_CASE_MARKER,0.414,True,True,False,6,geometric
H-0414,Harappa,M003 M176,CLASSIFIER → RELATIONAL_MARKER,0.687,True,False,False,2,elephant
H-0415,Harappa,M081 M342 M176 M099 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.631,True,True,False,5,zebu bull
H-0416,Harappa,M010 M125,CLASSIFIER → WEAK_CASE_MARKER,0.762,True,True,False,2,geometric
H-0417,Harappa,M099 M391 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.544,False,False,False,3,unicorn
H-0418,Harappa,M062 M048,CLASSIFIER → RELATIONAL_MARKER,0.711,True,False,False,2,zebu bull
H-0419,Harappa,M038 M051 M342 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,4,zebu bull
H-0420,Harappa,M067 M267 M162 M208 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.456,True,False,False,5,rhinoceros
H-0421,Harappa,M008 M059 M220,CLASSIFIER → HUB_AUTHORITY → CASE_MARKER,0.941,True,True,True,3,unicorn
H-0422,Harappa,M009 M233,CLASSIFIER → WEAK_CASE_MARKER,0.751,True,True,False,2,geometric
H-0423,Harappa,M079 M012 M249,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.769,True,True,False,3,script only
H-0424,Harappa,M011 M305,CLASSIFIER → CASE_MARKER,0.861,True,True,False,2,rhinoceros
H-0425,Harappa,M125 M137 M130 M391,WEAK_CASE_MARKER → CORE_ENTITY → UNK → RELATIONAL_MARKER,0.391,False,False,False,4,zebu bull
H-0426,Harappa,M065 M342 M048 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.496,False,False,False,4,rhinoceros
H-0427,Harappa,M048 M267,RELATIONAL_MARKER → RELATIONAL_MARKER,0.511,False,False,False,2,rhinoceros
H-0428,Harappa,M071 M342 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.622,True,False,False,3,rhinoceros
H-0429,Harappa,M062 M267 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.661,True,False,False,3,zebu bull
H-0430,Harappa,M002 M398 M176,CLASSIFIER → UNK → RELATIONAL_MARKER,0.444,True,False,False,3,zebu bull
H-0431,Harappa,M080 M233 M342 M233 M342 M342 M176 M249,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.694,True,True,False,8,unicorn
H-0432,Harappa,M053 M318 M342 M176 M176,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.503,True,False,False,5,rhinoceros
H-0433,Harappa,M018 M342 M125 M342,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.684,True,False,False,4,elephant
H-0434,Harappa,M125 M059 M267 M293,WEAK_CASE_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.693,False,False,True,4,unicorn
