form,cisi_number,site,iconography,raw_sequence,role_sequence,cluster_sequence,length
seal_1334,M-0478,Mohenjo-daro,rhinoceros,M067 M267 M342 M342 M176 M342,START END END END END END,2 3 3 3 3 3,6
seal_1335,H-0397,Harappa,elephant,M043 M176 M391 M089,START END END END,2 3 1 1,4
seal_1336,M-0479,Mohenjo-daro,elephant,M051 M345 M209 M336 M293,END CORE CORE END END,1 0 0 1 1,5
seal_1337,H-0398,Harappa,script only,M050 M211,START END,2 1,2
seal_1338,H-0399,Harappa,tiger,M055 M328 M211 M342 M267 M336 M305,START END END END END END END,2 1 1 3 3 1 1,7
seal_1339,BN-0046,Banawali,elephant,M042 M087,START END,2 1,2
seal_1340,K-0093,Kalibangan,rhinoceros,M051 M103 M328,END CORE END,1 0 1,3
seal_1341,C-0068,Chanhu-daro,zebu bull,M336 M305,END END,1 1,2
seal_1342,M-0480,Mohenjo-daro,rhinoceros,M030 M048 M162 M099 M342 M089,START END END END END END,2 1 1 3 3 1,6
seal_1343,M-0481,Mohenjo-daro,zebu bull,M089 M328 M089 M367,END END END END,1 1 1 1,4
seal_1344,M-0482,Mohenjo-daro,zebu bull,M367 M380 M048,END CORE END,1 0 1,3
seal_1345,H-0400,Harappa,unicorn,M031 M367 M328 M267 M342 M305,START END END END END END,2 1 1 3 3 1,6
seal_1346,M-0483,Mohenjo-daro,zebu bull,M089 M059,END LINK,1 1,2
seal_1347,H-0401,Harappa,zebu bull,M046 M293 M087 M367 M249,START END END END END,2 1 1 1 1,5
seal_1348,DK-0083,Dholavira,zebu bull,M062 M087,START END,2 1,2
seal_1349,H-0402,Harappa,gharial,M058 M402 M125 M089 M328,START CORE END END END,2 0 1 1 1,5
seal_1350,M-0484,Mohenjo-daro,zebu bull,M057 M194 M059 M336,START CORE LINK END,2 0 1 1,4
seal_1351,BN-0047,Banawali,script only,M027 M367,START END,2 1,2
seal_1352,M-0485,Mohenjo-daro,rhinoceros,M060 M328 M048 M125,START END END END,2 1 1 1,4
seal_1353,K-0094,Kalibangan,gharial,M014 M059 M267 M342 M176 M211 M099,START LINK END END END END END,2 1 3 3 3 1 3,7
seal_1354,K-0095,Kalibangan,unicorn,M021 M125 M277 M235 M183 M125,START END CORE LINK CORE END,2 1 0 0 0 1,6
seal_1355,M-0486,Mohenjo-daro,tiger,M031 M211 M220,START END END,2 1 1,3
seal_1356,SK-0050,Surkotada,zebu bull,M022 M249,START END,2 1,2
seal_1357,C-0069,Chanhu-daro,unicorn,M004 M249,START END,2 1,2
seal_1358,M-0487,Mohenjo-daro,rhinoceros,M017 M176 M048,START END END,2 3 1,3
seal_1359,H-0403,Harappa,unicorn,M037 M267 M148 M336,START END CORE END,2 3 0 1,4
seal_1360,M-0488,Mohenjo-daro,zebu bull,M027 M267 M099 M176 M128 M267 M233 M233,START END END END LINK END END END,2 3 3 3 0 3 1 1,8
seal_1361,H-0404,Harappa,geometric,M052 M059 M267 M012,START LINK END END,2 1 3 1,4
seal_1362,M-0489,Mohenjo-daro,elephant,M045 M293 M367 M087 M373 M249,START END END END CORE END,2 1 1 1 0 1,6
seal_1363,H-0405,Harappa,elephant,M051 M012,END END,1 1,2
seal_1364,M-0490,Mohenjo-daro,unicorn,M027 M342 M176 M099 M012,START END END END END,2 3 3 3 1,5
seal_1365,H-0406,Harappa,elephant,M211 M220,END END,1 1,2
seal_1366,C-0070,Chanhu-daro,zebu bull,M062 M391 M267 M099 M288 M087,START END END END CORE END,2 1 3 3 0 1,6
seal_1367,K-0096,Kalibangan,unicorn,M059 M211 M342 M293,LINK END END END,1 1 3 1,4
seal_1368,H-0407,Harappa,tiger,M065 M051 M409 M267 M059,END END CORE END LINK,1 1 0 3 1,5
seal_1369,M-0491,Mohenjo-daro,unicorn,M328 M125 M328 M267 M125,END END END END END,1 1 1 3 1,5
seal_1370,H-0408,Harappa,unicorn,M052 M125 M329 M089,START END CORE END,2 1 0 1,4
seal_1371,DK-0084,Dholavira,elephant,M039 M321 M416 M289 M223 M089 M293,START CORE CORE CORE CORE END END,2 0 0 0 0 1 1,7
seal_1372,SK-0051,Surkotada,zebu bull,M367 M048 M342 M089,END END END END,1 1 3 1,4
seal_1373,DK-0085,Dholavira,unicorn,M048 M176 M089,END END END,1 3 1,3
seal_1374,M-0492,Mohenjo-daro,zebu bull,M062 M350 M328 M059,START CORE END LINK,2 0 1 1,4
seal_1375,M-0493,Mohenjo-daro,script only,M021 M402 M087 M336 M342,START CORE END END END,2 0 1 1 3,5
seal_1376,M-0494,Mohenjo-daro,unicorn,M081 M267 M099 M267 M389 M342,START END END END CORE END,2 3 3 3 0 3,6
seal_1377,C-0071,Chanhu-daro,script only,M079 M342 M328 M059,START END END LINK,2 3 1 1,4
seal_1378,M-0495,Mohenjo-daro,unicorn,M026 M245 M099 M387 M279 M051,START CORE END CORE CORE END,2 0 3 0 0 1,6
seal_1379,M-0496,Mohenjo-daro,buffalo,M048 M267 M099 M342 M328 M267 M059,END END END END END END LINK,1 3 3 3 1 3 1,7
seal_1380,M-0497,Mohenjo-daro,zebu bull,M049 M367,START END,2 1,2
seal_1381,M-0498,Mohenjo-daro,buffalo,M035 M328 M125 M211,START END END END,2 1 1 1,4
seal_1382,C-0072,Chanhu-daro,zebu bull,M031 M356 M211 M342 M125,START CORE END END END,2 0 1 3 1,5
seal_1383,H-0409,Harappa,zebu bull,M077 M267 M099 M342 M176 M267,START END END END END END,2 3 3 3 3 3,6
seal_1384,H-0410,Harappa,elephant,M052 M048 M059 M267 M342 M087,START END LINK END END END,2 1 1 3 3 1,6
seal_1385,H-0411,Harappa,unicorn,M049 M328 M342 M342 M065 M125,START END END END END END,2 1 3 3 1 1,6
seal_1386,H-0412,Harappa,zebu bull,M072 M186 M233 M267,START CORE END END,2 0 1 3,4
seal_1387,RGR-0024,Rakhigarhi,unicorn,M004 M267 M099,START END END,2 3 3,3
seal_1388,M-0499,Mohenjo-daro,unicorn,M089 M328,END END,1 1,2
seal_1389,M-0500,Mohenjo-daro,script only,M028 M099 M342 M267,START END END END,2 3 3 3,4
seal_1390,BN-0048,Banawali,script only,M069 M048,START END,2 1,2
seal_1391,M-0501,Mohenjo-daro,unicorn,M079 M342 M176 M099 M342 M355 M336,START END END END END CORE END,2 3 3 3 3 0 1,7
seal_1392,M-0502,Mohenjo-daro,unicorn,M087 M342 M177 M293 M342,END END CORE END END,1 3 0 1 3,5
seal_1393,M-0503,Mohenjo-daro,buffalo,M048 M320 M176 M099 M118 M342 M391,END CORE END END CORE END END,1 0 3 3 0 3 1,7
seal_1394,RGR-0025,Rakhigarhi,elephant,M293 M267 M099 M328,END END END END,1 3 3 1,4
seal_1395,H-0413,Harappa,geometric,M046 M328 M267 M382 M192 M233,START END END CORE CORE END,2 1 3 0 0 1,6
seal_1396,H-0414,Harappa,elephant,M003 M176,START END,2 3,2
seal_1397,L-0104,Lothal,rhinoceros,M048 M059 M065 M211 M162,END LINK END END END,1 1 1 1 1,5
seal_1398,H-0415,Harappa,zebu bull,M081 M342 M176 M099 M233,START END END END END,2 3 3 3 1,5
seal_1399,M-0504,Mohenjo-daro,zebu bull,M053 M162,START END,2 1,2
seal_1400,K-0097,Kalibangan,gharial,M035 M211 M342 M292 M220,START END END CORE END,2 1 3 0 1,5
seal_1401,M-0505,Mohenjo-daro,unicorn,M014 M233,START END,2 1,2
seal_1402,M-0506,Mohenjo-daro,zebu bull,M062 M233 M267 M089 M336,START END END END END,2 1 3 1 1,5
seal_1403,H-0416,Harappa,geometric,M010 M125,START END,2 1,2
seal_1404,M-0507,Mohenjo-daro,zebu bull,M062 M087 M125,START END END,2 1 1,3
seal_1405,H-0417,Harappa,unicorn,M099 M391 M342,END END END,3 1 3,3
seal_1406,H-0418,Harappa,zebu bull,M062 M048,START END,2 1,2
seal_1407,M-0508,Mohenjo-daro,unicorn,M211 M087,END END,1 1,2
seal_1408,M-0509,Mohenjo-daro,zebu bull,M065 M059 M312 M267 M328,END LINK CORE END END,1 1 0 3 1,5
seal_1409,M-0510,Mohenjo-daro,unicorn,M027 M367,START END,2 1,2
seal_1410,K-0098,Kalibangan,zebu bull,M010 M216 M328 M048,START CORE END END,2 0 1 1,4
seal_1411,H-0419,Harappa,zebu bull,M038 M051 M342 M048,START END END END,2 1 3 1,4
seal_1412,M-0511,Mohenjo-daro,zebu bull,M055 M099 M342 M233,START END END END,2 3 3 1,4
seal_1413,H-0420,Harappa,rhinoceros,M067 M267 M162 M208 M065,START END END CORE END,2 3 1 0 1,5
seal_1414,M-0512,Mohenjo-daro,unicorn,M059 M211,LINK END,1 1,2
seal_1415,H-0421,Harappa,unicorn,M008 M059 M220,START LINK END,2 1 1,3
seal_1416,H-0422,Harappa,geometric,M009 M233,START END,2 1,2
seal_1417,M-0513,Mohenjo-daro,unicorn,M030 M162 M293,START END END,2 1 1,3
seal_1418,M-0514,Mohenjo-daro,unicorn,M047 M176 M059 M342,START END LINK END,2 3 1 3,4
seal_1419,M-0515,Mohenjo-daro,unicorn,M008 M089 M048 M233,START END END END,2 1 1 1,4
seal_1420,M-0516,Mohenjo-daro,zebu bull,M011 M051,START END,2 1,2
seal_1421,L-0105,Lothal,zebu bull,M066 M099 M342 M367 M176,START END END END END,2 3 3 1 3,5
seal_1422,SK-0052,Surkotada,unicorn,M063 M342,START END,2 3,2
seal_1423,M-0517,Mohenjo-daro,elephant,M030 M210 M051,START CORE END,2 0 1,3
seal_1424,K-0099,Kalibangan,zebu bull,M012 M328 M289 M099 M342 M233 M162,END END CORE END END END END,1 1 0 3 3 1 1,7
seal_1425,L-0106,Lothal,tiger,M006 M290 M254 M142 M176 M162 M293,START CORE CORE CORE END END END,2 0 0 0 3 1 1,7
seal_1426,M-0518,Mohenjo-daro,tiger,M074 M404 M089 M145 M233,START CORE END CORE END,2 0 1 0 1,5
seal_1427,K-0100,Kalibangan,unicorn,M048 M162 M405 M391 M252 M331 M051,END END CORE END LINK CORE END,1 1 0 1 0 0 1,7
seal_1428,H-0423,Harappa,script only,M079 M012 M249,START END END,2 1 1,3
seal_1429,M-0519,Mohenjo-daro,script only,M021 M201 M324 M267 M211 M401 M387 M342,START CORE CORE END END LINK CORE END,2 0 0 3 1 0 0 3,8
seal_1430,M-0520,Mohenjo-daro,elephant,M039 M391 M249,START END END,2 1 1,3
seal_1431,M-0521,Mohenjo-daro,unicorn,M059 M267 M211,LINK END END,1 3 1,3
seal_1432,H-0424,Harappa,rhinoceros,M011 M305,START END,2 1,2
seal_1433,H-0425,Harappa,zebu bull,M125 M137 M130 M391,END CORE CORE END,1 0 0 1,4
seal_1434,M-0522,Mohenjo-daro,zebu bull,M009 M059 M162,START LINK END,2 1 1,3
seal_1435,M-0523,Mohenjo-daro,script only,M021 M381 M059 M125,START CORE LINK END,2 0 1 1,4
seal_1436,C-0073,Chanhu-daro,buffalo,M080 M293 M267 M099 M065,START END END END END,2 1 3 3 1,5
seal_1437,DK-0086,Dholavira,unicorn,M059 M089,LINK END,1 1,2
seal_1438,H-0426,Harappa,rhinoceros,M065 M342 M048 M065,END END END END,1 3 1 1,4
seal_1439,H-0427,Harappa,rhinoceros,M048 M267,END END,1 3,2
seal_1440,M-0524,Mohenjo-daro,elephant,M036 M211 M267 M099 M233,START END END END END,2 1 3 3 1,5
seal_1441,M-0525,Mohenjo-daro,unicorn,M063 M211 M342 M267 M176 M211,START END END END END END,2 1 3 3 3 1,6
seal_1442,M-0526,Mohenjo-daro,unicorn,M059 M101 M249,LINK CORE END,1 0 1,3
seal_1443,H-0428,Harappa,rhinoceros,M071 M342 M367,START END END,2 3 1,3
seal_1444,C-0074,Chanhu-daro,unicorn,M044 M211 M099,START END END,2 1 3,3
seal_1445,M-0527,Mohenjo-daro,unicorn,M013 M012,START END,2 1,2
seal_1446,M-0528,Mohenjo-daro,rhinoceros,M012 M336 M059,END END LINK,1 1 1,3
seal_1447,DK-0087,Dholavira,buffalo,M061 M176 M099 M342 M211,START END END END END,2 3 3 3 1,5
seal_1448,M-0529,Mohenjo-daro,script only,M035 M328 M267 M099 M125,START END END END END,2 1 3 3 1,5
seal_1449,M-0530,Mohenjo-daro,unicorn,M061 M391 M048 M367,START END END END,2 1 1 1,4
seal_1450,L-0107,Lothal,script only,M079 M305,START END,2 1,2
seal_1451,SK-0053,Surkotada,rhinoceros,M020 M176 M342 M211,START END END END,2 3 3 1,4
seal_1452,H-0429,Harappa,zebu bull,M062 M267 M336,START END END,2 3 1,3
seal_1453,RGR-0026,Rakhigarhi,unicorn,M014 M342 M328,START END END,2 3 1,3
seal_1454,H-0430,Harappa,zebu bull,M002 M398 M176,START CORE END,2 0 3,3
seal_1455,M-0531,Mohenjo-daro,script only,M233 M059 M328,END LINK END,1 1 1,3
seal_1456,H-0431,Harappa,unicorn,M080 M233 M342 M233 M342 M342 M176 M249,START END END END END END END END,2 1 3 1 3 3 3 1,8
seal_1457,SK-0054,Surkotada,zebu bull,M048 M293 M220,END END END,1 1 1,3
seal_1458,L-0108,Lothal,elephant,M045 M099 M211,START END END,2 3 1,3
seal_1459,M-0532,Mohenjo-daro,rhinoceros,M006 M099 M263 M342 M162,START END CORE END END,2 3 0 3 1,5
seal_1460,M-0533,Mohenjo-daro,geometric,M079 M224 M319 M233,START CORE CORE END,2 0 0 1,4
seal_1461,H-0432,Harappa,rhinoceros,M053 M318 M342 M176 M176,START CORE END END END,2 0 3 3 3,5
seal_1462,DK-0088,Dholavira,geometric,M065 M089,END END,1 1,2
seal_1463,C-0075,Chanhu-daro,unicorn,M041 M048,START END,2 1,2
seal_1464,M-0534,Mohenjo-daro,buffalo,M053 M099 M342 M233,START END END END,2 3 3 1,4
seal_1465,M-0535,Mohenjo-daro,zebu bull,M003 M267 M293,START END END,2 3 1,3
seal_1466,H-0433,Harappa,elephant,M018 M342 M125 M342,START END END END,2 3 1 3,4
seal_1467,M-0536,Mohenjo-daro,unicorn,M004 M332 M065,START LINK END,2 0 1,3
seal_1468,H-0434,Harappa,unicorn,M125 M059 M267 M293,END LINK END END,1 1 3 1,4
seal_1469,H-0435,Harappa,zebu bull,M065 M059 M284 M369 M293 M267 M354 M176,END LINK CORE CORE END END CORE END,1 1 0 0 1 3 0 3,8
seal_1470,H-0436,Harappa,buffalo,M013 M099 M293,START END END,2 3 1,3
seal_1471,H-0437,Harappa,rhinoceros,M328 M180 M089 M342 M048,END CORE END END END,1 0 1 3 1,5
seal_1472,M-0537,Mohenjo-daro,unicorn,M082 M342 M099 M220,START END END END,2 3 3 1,4
seal_1473,L-0109,Lothal,rhinoceros,M035 M365 M328 M267,START CORE END END,2 0 1 3,4
seal_1474,M-0538,Mohenjo-daro,elephant,M029 M267 M059 M176 M176,START END LINK END END,2 3 1 3 3,5
seal_1475,H-0438,Harappa,geometric,M099 M162 M293 M267,END END END END,3 1 1 3,4
seal_1476,M-0539,Mohenjo-daro,unicorn,M006 M362 M059 M233 M293,START CORE LINK END END,2 0 1 1 1,5
seal_1477,H-0439,Harappa,unicorn,M099 M342 M176 M089,END END END END,3 3 3 1,4
seal_1478,H-0440,Harappa,elephant,M016 M293 M267 M211 M117 M059 M293,START END END END CORE LINK END,2 1 3 1 0 1 1,7
seal_1479,M-0540,Mohenjo-daro,script only,M081 M342 M099 M162,START END END END,2 3 3 1,4
seal_1480,M-0541,Mohenjo-daro,zebu bull,M057 M283 M065,START CORE END,2 0 1,3
seal_1481,H-0441,Harappa,rhinoceros,M075 M176 M391 M233,START END END END,2 3 1 1,4
seal_1482,M-0542,Mohenjo-daro,elephant,M035 M342 M051,START END END,2 3 1,3
seal_1483,K-0101,Kalibangan,zebu bull,M017 M162 M099 M059,START END END LINK,2 1 3 1,4
seal_1484,RGR-0027,Rakhigarhi,zebu bull,M052 M275 M253 M089,START CORE CORE END,2 0 0 1,4
seal_1485,H-0442,Harappa,unicorn,M036 M336 M293 M087,START END END END,2 1 1 1,4
seal_1486,C-0076,Chanhu-daro,script only,M043 M211 M176,START END END,2 1 3,3
seal_1487,M-0543,Mohenjo-daro,script only,M050 M365 M220,START CORE END,2 0 1,3
seal_1488,L-0110,Lothal,zebu bull,M021 M059,START LINK,2 1,2
seal_1489,M-0544,Mohenjo-daro,zebu bull,M017 M051,START END,2 1,2
seal_1490,K-0102,Kalibangan,rhinoceros,M034 M059 M385 M233,START LINK CORE END,2 1 0 1,4
seal_1491,M-0545,Mohenjo-daro,script only,M027 M125 M342 M342 M249,START END END END END,2 1 3 3 1,5
seal_1492,DK-0089,Dholavira,elephant,M176 M211 M342 M211,END END END END,3 1 3 1,4
seal_1493,L-0111,Lothal,unicorn,M046 M233 M059 M059 M367 M296 M051 M249,START END LINK LINK END CORE END END,2 1 1 1 1 0 1 1,8
seal_1494,M-0546,Mohenjo-daro,elephant,M044 M176 M390 M162 M099 M391 M089,START END CORE END END END END,2 3 0 1 3 1 1,7
seal_1495,DK-0090,Dholavira,tiger,M336 M146 M328,END CORE END,1 0 1,3
seal_1496,L-0112,Lothal,tiger,M063 M178 M267 M342 M391 M089,START CORE END END END END,2 0 3 3 1 1,6
seal_1497,M-0547,Mohenjo-daro,gharial,M043 M336 M342 M059 M163 M125,START END END LINK CORE END,2 1 3 1 0 1,6
seal_1498,BN-0049,Banawali,zebu bull,M080 M328 M143 M099 M099,START END CORE END END,2 1 0 3 3,5
seal_1499,H-0443,Harappa,script only,M074 M267 M233 M342 M087 M211 M293,START END END END END END END,2 3 1 3 1 1 1,7
seal_1500,BN-0050,Banawali,buffalo,M211 M325 M252 M187 M065 M267,END CORE LINK CORE END END,1 0 0 0 1 3,6
seal_1501,M-0548,Mohenjo-daro,script only,M038 M265 M267 M328 M012 M367,START CORE END END END END,2 0 3 1 1 1,6
seal_1502,H-0444,Harappa,tiger,M051 M170 M239 M176 M293,END CORE CORE END END,1 0 0 3 1,5
seal_1503,M-0549,Mohenjo-daro,unicorn,M367 M265 M267 M099,END CORE END END,1 0 3 3,4
seal_1504,DK-0091,Dholavira,zebu bull,M048 M342 M087,END END END,1 3 1,3
seal_1505,H-0445,Harappa,script only,M079 M342 M415 M089,START END CORE END,2 3 0 1,4
seal_1506,M-0550,Mohenjo-daro,unicorn,M020 M249,START END,2 1,2
seal_1507,M-0551,Mohenjo-daro,script only,M046 M328 M367 M220,START END END END,2 1 1 1,4
seal_1508,H-0446,Harappa,script only,M065 M342 M176 M059 M267 M342 M176 M099,END END END LINK END END END END,1 3 3 1 3 3 3 3,8
seal_1509,SK-0055,Surkotada,unicorn,M035 M305,START END,2 1,2
seal_1510,M-0552,Mohenjo-daro,unicorn,M052 M233,START END,2 1,2
seal_1511,M-0553,Mohenjo-daro,zebu bull,M048 M185 M324 M211 M305,END LINK CORE END END,1 0 0 1 1,5
seal_1512,M-0554,Mohenjo-daro,unicorn,M293 M284 M342 M342 M295 M089 M342 M293,END CORE END END CORE END END END,1 0 3 3 0 1 3 1,8
seal_1513,M-0555,Mohenjo-daro,elephant,M020 M342 M176 M099 M342,START END END END END,2 3 3 3 3,5
seal_1514,BN-0051,Banawali,zebu bull,M038 M391 M293 M274 M059,START END END CORE LINK,2 1 1 0 1,5
seal_1515,L-0113,Lothal,zebu bull,M064 M176 M059 M176,START END LINK END,2 3 1 3,4
seal_1516,H-0447,Harappa,elephant,M026 M177 M267 M267 M328 M336 M059 M162,START CORE END END END END LINK END,2 0 3 3 1 1 1 1,8
seal_1517,RGR-0028,Rakhigarhi,zebu bull,M079 M367 M089 M065,START END END END,2 1 1 1,4
seal_1518,K-0103,Kalibangan,zebu bull,M031 M089 M089,START END END,2 1 1,3
seal_1519,H-0448,Harappa,unicorn,M019 M342 M176 M048 M293 M089 M125,START END END END END END END,2 3 3 1 1 1 1,7
seal_1520,M-0556,Mohenjo-daro,elephant,M045 M293 M012,START END END,2 1 1,3
seal_1521,M-0557,Mohenjo-daro,rhinoceros,M068 M336 M065,START END END,2 1 1,3
seal_1522,M-0558,Mohenjo-daro,script only,M063 M328 M342 M176 M051,START END END END END,2 1 3 3 1,5
seal_1523,DK-0092,Dholavira,buffalo,M013 M211 M267 M328,START END END END,2 1 3 1,4
seal_1524,M-0559,Mohenjo-daro,zebu bull,M073 M328,START END,2 1,2
seal_1525,H-0449,Harappa,unicorn,M087 M251 M099,END CORE END,1 0 3,3
seal_1526,H-0450,Harappa,rhinoceros,M068 M342 M099 M342,START END END END,2 3 3 3,4
seal_1527,K-0104,Kalibangan,elephant,M367 M162 M249,END END END,1 1 1,3
seal_1528,M-0560,Mohenjo-daro,unicorn,M267 M099 M342 M328 M293,END END END END END,3 3 3 1 1,5
seal_1529,DK-0093,Dholavira,geometric,M015 M175 M176 M220,START CORE END END,2 0 3 1,4
seal_1530,L-0114,Lothal,unicorn,M058 M176 M169 M367 M176 M211,START END LINK END END END,2 3 0 1 3 1,6
seal_1531,H-0451,Harappa,zebu bull,M069 M099 M342 M176 M211,START END END END END,2 3 3 3 1,5
seal_1532,H-0452,Harappa,gharial,M003 M402 M293 M012 M099 M367,START CORE END END END END,2 0 1 1 3 1,6
seal_1533,H-0453,Harappa,zebu bull,M037 M195 M293 M367,START CORE END END,2 0 1 1,4
seal_1534,M-0561,Mohenjo-daro,script only,M030 M343 M176 M220 M140 M211 M367,START CORE END END CORE END END,2 0 3 1 0 1 1,7
seal_1535,M-0562,Mohenjo-daro,rhinoceros,M072 M342 M176 M342,START END END END,2 3 3 3,4
seal_1536,H-0454,Harappa,unicorn,M012 M342 M059 M293,END END LINK END,1 3 1 1,4
seal_1537,H-0455,Harappa,unicorn,M017 M391 M328 M051,START END END END,2 1 1 1,4
seal_1538,M-0563,Mohenjo-daro,tiger,M005 M087 M065,START END END,2 1 1,3
seal_1539,H-0456,Harappa,script only,M008 M087 M176,START END END,2 1 3,3
seal_1540,L-0115,Lothal,unicorn,M176 M267 M099 M211 M342 M176,END END END END END END,3 3 3 1 3 3,6
seal_1541,SK-0056,Surkotada,unicorn,M029 M402 M231 M267 M342 M211 M176,START CORE CORE END END END END,2 0 0 3 3 1 3,7
seal_1542,L-0116,Lothal,rhinoceros,M005 M328 M342 M293 M233,START END END END END,2 1 3 1 1,5
seal_1543,C-0077,Chanhu-daro,unicorn,M078 M089,START END,2 1,2
seal_1544,RGR-0029,Rakhigarhi,tiger,M080 M183 M261 M328 M267 M211 M342 M220,START CORE CORE END END END END END,2 0 0 1 3 1 3 1,8
seal_1545,M-0564,Mohenjo-daro,zebu bull,M062 M125 M048,START END END,2 1 1,3
seal_1546,H-0457,Harappa,geometric,M042 M184 M241 M148 M336,START CORE CORE CORE END,2 0 0 0 1,5
seal_1547,SK-0057,Surkotada,elephant,M045 M162 M336 M342 M012 M391,START END END END END END,2 1 1 3 1 1,6
seal_1548,M-0565,Mohenjo-daro,unicorn,M009 M178 M176 M012,START CORE END END,2 0 3 1,4
seal_1549,M-0566,Mohenjo-daro,unicorn,M066 M342 M342 M125,START END END END,2 3 3 1,4
seal_1550,H-0458,Harappa,buffalo,M075 M089 M336,START END END,2 1 1,3
seal_1551,DK-0094,Dholavira,zebu bull,M077 M286 M216 M059,START CORE CORE LINK,2 0 0 1,4
seal_1552,K-0105,Kalibangan,script only,M049 M179 M391 M296 M336,START CORE END CORE END,2 0 1 0 1,5
seal_1553,M-0567,Mohenjo-daro,gharial,M044 M342 M267 M282 M328,START END END CORE END,2 3 3 0 1,5
seal_1554,M-0568,Mohenjo-daro,unicorn,M048 M176 M089,END END END,1 3 1,3
seal_1555,SK-0058,Surkotada,elephant,M079 M059,START LINK,2 1,2
seal_1556,H-0459,Harappa,script only,M047 M342 M381 M321 M220,START END CORE CORE END,2 3 0 0 1,5
seal_1557,M-0569,Mohenjo-daro,elephant,M069 M293 M176 M267 M328 M307 M293,START END END END END CORE END,2 1 3 3 1 0 1,7
seal_1558,BN-0052,Banawali,unicorn,M048 M220,END END,1 1,2
seal_1559,H-0460,Harappa,unicorn,M089 M342 M367 M176,END END END END,1 3 1 3,4
seal_1560,L-0117,Lothal,zebu bull,M018 M293,START END,2 1,2
seal_1561,M-0570,Mohenjo-daro,geometric,M028 M148 M099 M176 M342,START CORE END END END,2 0 3 3 3,5
seal_1562,H-0461,Harappa,elephant,M211 M342 M220,END END END,1 3 1,3
seal_1563,M-0571,Mohenjo-daro,gharial,M012 M328 M059 M328 M342,END END LINK END END,1 1 1 1 3,5
seal_1564,DK-0095,Dholavira,zebu bull,M036 M099,START END,2 3,2
seal_1565,K-0106,Kalibangan,elephant,M048 M342 M267 M099 M342 M233,END END END END END END,1 3 3 3 3 1,6
seal_1566,M-0572,Mohenjo-daro,geometric,M050 M105 M051 M099 M267 M099 M089,START CORE END END END END END,2 0 1 3 3 3 1,7
seal_1567,M-0573,Mohenjo-daro,geometric,M029 M305,START END,2 1,2
seal_1568,M-0574,Mohenjo-daro,rhinoceros,M036 M293 M099,START END END,2 1 3,3
seal_1569,H-0462,Harappa,unicorn,M059 M328 M267 M176 M336 M176 M048,LINK END END END END END END,1 1 3 3 1 3 1,7
seal_1570,H-0463,Harappa,geometric,M042 M211 M012 M328,START END END END,2 1 1 1,4
seal_1571,M-0575,Mohenjo-daro,unicorn,M050 M365 M391,START CORE END,2 0 1,3
seal_1572,H-0464,Harappa,buffalo,M001 M099 M175 M176 M249,START END CORE END END,2 3 0 3 1,5
seal_1573,M-0576,Mohenjo-daro,script only,M028 M293,START END,2 1,2
seal_1574,H-0465,Harappa,zebu bull,M026 M249,START END,2 1,2
seal_1575,DK-0096,Dholavira,zebu bull,M056 M369 M267 M233,START CORE END END,2 0 3 1,4
seal_1576,DK-0097,Dholavira,zebu bull,M076 M135 M255 M367,START CORE CORE END,2 0 0 1,4
seal_1577,H-0466,Harappa,gharial,M078 M342 M059 M249,START END LINK END,2 3 1 1,4
seal_1578,H-0467,Harappa,unicorn,M087 M342 M065 M328 M267 M211 M176,END END END END END END END,1 3 1 1 3 1 3,7
seal_1579,BN-0053,Banawali,zebu bull,M015 M193 M293 M048,START CORE END END,2 0 1 1,4
seal_1580,M-0577,Mohenjo-daro,elephant,M087 M293 M267 M342 M162,END END END END END,1 1 3 3 1,5
seal_1581,H-0468,Harappa,unicorn,M059 M328,LINK END,1 1,2
seal_1582,SK-0059,Surkotada,unicorn,M024 M342 M176 M099 M367,START END END END END,2 3 3 3 1,5
seal_1583,H-0469,Harappa,tiger,M012 M211 M162 M233 M099,END END END END END,1 1 1 1 3,5
seal_1584,M-0578,Mohenjo-daro,zebu bull,M080 M257 M012,START CORE END,2 0 1,3
seal_1585,H-0470,Harappa,unicorn,M048 M391 M012,END END END,1 1 1,3
seal_1586,DK-0098,Dholavira,zebu bull,M328 M267 M051,END END END,1 3 1,3
seal_1587,L-0118,Lothal,unicorn,M044 M162 M089,START END END,2 1 1,3
seal_1588,M-0579,Mohenjo-daro,unicorn,M162 M099 M342 M176 M048,END END END END END,1 3 3 3 1,5
seal_1589,BN-0054,Banawali,script only,M099 M099,END END,3 3,2
seal_1590,H-0471,Harappa,rhinoceros,M005 M012 M125 M342 M051 M051,START END END END END END,2 1 1 3 1 1,6
seal_1591,RGR-0030,Rakhigarhi,unicorn,M070 M087 M293 M267 M391,START END END END END,2 1 1 3 1,5
seal_1592,M-0580,Mohenjo-daro,gharial,M063 M342 M149 M051,START END LINK END,2 3 0 1,4
seal_1593,K-0107,Kalibangan,unicorn,M009 M176 M321 M099 M293 M305,START END CORE END END END,2 3 0 3 1 1,6
seal_1594,M-0581,Mohenjo-daro,elephant,M031 M268 M051,START CORE END,2 0 1,3
seal_1595,M-0582,Mohenjo-daro,zebu bull,M042 M349 M059 M089 M342 M235 M293,START CORE LINK END END LINK END,2 0 1 1 3 0 1,7
seal_1596,BN-0055,Banawali,zebu bull,M013 M176 M099 M233,START END END END,2 3 3 1,4
